SaleId,StoreId,ProductId,CustomerId,SaleDate,Quantity,UnitPriceGold
SA0516,S002,P051,C078,2026-04-24,3,4.99
SA0517,S006,P024,C014,2026-04-15,1,2.33
SA0518,S010,P039,C122,2026-04-02,3,0.9
SA0519,S011,P015,C001,2026-02-13,2,20.27
SA0520,S009,P034,C096,2026-03-31,1,8.0
SA0521,S012,P048,C105,2026-01-14,1,1.99
SA0522,S007,P014,C118,2026-04-16,4,8.15
SA0523,S007,P003,C032,2026-04-09,6,2.85
SA0524,S009,P009,C128,2026-01-01,3,3.81
SA0525,S010,P031,C131,2026-04-10,6,62.06
SA0526,S012,P053,C033,2026-01-14,2,11.38
SA0527,S009,P057,C099,2026-02-23,10,76.25
SA0528,S005,P026,C088,2026-02-07,2,15.27
SA0529,S012,P057,C132,2026-02-08,5,68.24
SA0530,S012,P060,C142,2026-03-22,1,175.99
SA0531,S011,P023,C034,2026-04-01,3,69.94
SA0532,S012,P041,C083,2026-04-01,1,274.93
SA0533,S010,P043,C107,2026-03-28,4,20.11
SA0534,S007,P052,C004,2026-03-08,1,12.11
SA0535,S001,P013,C069,2026-04-07,4,6.68
SA0536,S003,P054,C016,2026-03-30,4,3.23
SA0537,S006,P053,C116,2026-01-14,3,11.65
SA0538,S004,P048,C144,2026-02-19,1,2.41
SA0539,S005,P045,C013,2026-04-29,2,14.3
SA0540,S011,P021,C142,2026-01-07,1,9.41
SA0541,S008,P054,C058,2026-04-27,3,3.81
SA0542,S010,P035,C051,2026-04-10,4,3.4
SA0543,S011,P005,C048,2026-01-23,4,4.38
SA0544,S005,P009,C042,2026-03-16,5,3.75
SA0545,S003,P003,C040,2026-04-29,2,2.47
SA0546,S010,P054,C078,2026-03-04,5,3.63
SA0547,S012,P021,C135,2026-01-29,8,10.31
SA0548,S003,P027,C140,2026-03-10,2,10.99
SA0549,S011,P022,C085,2026-02-16,2,28.87
SA0550,S008,P036,C003,2026-01-15,4,123.78
SA0551,S010,P059,C063,2026-01-06,4,6.18
SA0552,S002,P025,C066,2026-03-11,4,4.22
SA0553,S006,P033,C131,2026-02-27,2,32.37
SA0554,S006,P033,C022,2026-01-13,1,39.77
SA0555,S001,P041,C017,2026-01-27,4,314.33
SA0556,S007,P054,C027,2026-01-27,3,3.8
SA0557,S007,P042,C019,2026-04-06,4,3.46
SA0558,S001,P006,C019,2026-01-07,1,1.21
SA0559,S004,P059,C067,2026-02-22,2,6.84
SA0560,S001,P025,C031,2026-03-10,1,5.34
SA0561,S012,P038,C012,2026-03-31,5,21.03
SA0562,S005,P051,C078,2026-03-19,1,5.99
SA0563,S007,P053,C008,2026-03-02,1,10.02
SA0564,S009,P019,C037,2026-02-08,4,154.81
SA0565,S012,P042,C096,2026-01-02,3,4.17
SA0566,S001,P037,C101,2026-03-10,3,13.63
SA0567,S012,P058,C089,2026-01-28,2,20.89
SA0568,S003,P012,C057,2026-03-20,5,1.56
SA0569,S010,P055,C014,2026-04-19,4,9.49
SA0570,S011,P036,C019,2026-02-07,4,115.83
SA0571,S010,P032,C085,2026-02-15,1,104.77
SA0572,S010,P005,C050,2026-02-10,2,2.97
SA0573,S012,P038,C040,2026-03-14,3,24.25
SA0574,S003,P001,C081,2026-02-01,4,2.81
SA0575,S005,P054,C093,2026-01-18,4,3.38
SA0576,S008,P023,C079,2026-03-04,3,54.51
SA0577,S005,P055,C036,2026-04-25,3,7.56
SA0578,S002,P047,C020,2026-04-25,1,75.97
SA0579,S007,P050,C055,2026-04-27,1,35.84
SA0580,S009,P031,C039,2026-02-16,2,78.08
SA0581,S005,P009,C119,2026-03-06,3,4.31
SA0582,S011,P016,C043,2026-04-07,3,43.33
SA0583,S010,P043,C038,2026-04-05,4,28.54
SA0584,S004,P005,C068,2026-02-17,1,3.32
SA0585,S006,P025,C121,2026-04-28,2,4.25
SA0586,S006,P007,C134,2026-03-23,5,98.93
SA0587,S009,P037,C045,2026-02-18,3,15.06
SA0588,S002,P034,C065,2026-02-18,8,6.45
SA0589,S006,P032,C124,2026-04-24,3,99.81
SA0590,S003,P015,C020,2026-03-07,3,17.61
SA0591,S006,P039,C031,2026-03-26,1,0.92
SA0592,S008,P044,C123,2026-03-03,1,82.26
SA0593,S001,P016,C012,2026-01-17,3,39.26
SA0594,S001,P058,C147,2026-01-19,1,18.39
SA0595,S007,P039,C145,2026-03-23,1,0.9
SA0596,S005,P006,C056,2026-02-27,3,1.3
SA0597,S004,P054,C106,2026-03-18,1,3.67
SA0598,S010,P043,C131,2026-02-03,1,19.2
SA0599,S010,P038,C018,2026-01-30,2,32.74
SA0600,S009,P044,C108,2026-04-16,1,80.32
SA0601,S010,P039,C010,2026-04-23,4,0.84
SA0602,S008,P043,C034,2026-04-26,3,20.03
SA0603,S011,P042,C111,2026-03-08,2,4.59
SA0604,S007,P015,C124,2026-04-12,4,18.48
SA0605,S012,P037,C026,2026-02-24,1,15.63
SA0606,S002,P019,C140,2026-02-22,1,114.64
SA0607,S001,P037,C134,2026-01-16,3,15.11
SA0608,S006,P027,C093,2026-01-14,1,12.12
SA0609,S009,P028,C145,2026-02-16,3,16.13
SA0610,S004,P027,C142,2026-04-11,3,10.35
SA0611,S008,P017,C079,2026-03-15,2,0.84
SA0612,S011,P008,C059,2026-02-27,4,7.82
SA0613,S009,P026,C087,2026-04-13,3,18.43
SA0614,S003,P025,C002,2026-04-13,1,4.41
SA0615,S007,P006,C017,2026-02-03,1,1.88
SA0616,S007,P040,C134,2026-02-06,4,4.33
SA0617,S003,P041,C127,2026-02-26,1,321.53
SA0618,S009,P019,C050,2026-01-05,4,136.97
SA0619,S010,P011,C010,2026-02-16,1,1.58
SA0620,S005,P050,C103,2026-02-15,4,37.66
SA0621,S001,P048,C018,2026-04-28,1,2.05
SA0622,S010,P023,C089,2026-04-15,2,63.0
SA0623,S007,P037,C002,2026-02-03,1,15.78
SA0624,S009,P019,C088,2026-01-15,5,156.69
SA0625,S010,P017,C114,2026-02-18,3,0.86
SA0626,S008,P044,C118,2026-04-25,3,78.26
SA0627,S002,P025,C057,2026-03-28,4,5.47
SA0628,S006,P034,C138,2026-01-02,4,6.54
SA0629,S007,P044,C088,2026-01-10,3,82.78
SA0630,S004,P058,C147,2026-02-04,1,21.54
SA0631,S004,P032,C052,2026-01-31,4,111.79
SA0632,S004,P054,C064,2026-04-18,3,3.17
SA0633,S002,P044,C127,2026-03-20,1,103.08
SA0634,S008,P024,C081,2026-03-05,6,2.65
SA0635,S005,P032,C047,2026-04-08,6,92.65
SA0636,S010,P009,C014,2026-03-09,5,4.43
SA0637,S009,P023,C101,2026-04-21,4,54.49
SA0638,S012,P034,C118,2026-02-10,4,5.97
SA0639,S010,P007,C084,2026-02-16,3,82.31
SA0640,S004,P018,C121,2026-03-20,2,8.95
SA0641,S007,P045,C096,2026-02-16,5,13.65
SA0642,S003,P037,C059,2026-04-15,1,14.58
SA0643,S007,P055,C098,2026-01-26,1,9.41
SA0644,S001,P012,C108,2026-03-05,1,1.95
SA0645,S009,P047,C081,2026-04-11,2,46.34
SA0646,S001,P026,C026,2026-03-30,1,15.73
SA0647,S011,P007,C116,2026-04-06,2,85.23
SA0648,S005,P023,C006,2026-02-22,1,68.14
SA0649,S004,P037,C148,2026-03-25,3,14.09
SA0650,S006,P021,C131,2026-03-04,4,10.06
SA0651,S010,P019,C119,2026-03-22,8,152.78
SA0652,S006,P027,C147,2026-02-21,5,9.95
SA0653,S004,P021,C082,2026-03-25,2,9.47
SA0654,S005,P057,C114,2026-04-10,5,64.22
SA0655,S008,P027,C043,2026-01-24,5,10.15
SA0656,S005,P048,C021,2026-01-27,1,1.92
SA0657,S008,P036,C014,2026-01-04,4,126.98
SA0658,S002,P017,C040,2026-01-11,3,0.89
SA0659,S004,P048,C073,2026-02-26,3,1.94
SA0660,S001,P003,C092,2026-04-21,6,3.23
SA0661,S009,P060,C070,2026-03-12,2,223.78
SA0662,S003,P038,C117,2026-03-22,4,24.74
SA0663,S011,P041,C137,2026-02-09,6,287.03
SA0664,S002,P029,C079,2026-02-16,2,327.46
SA0665,S003,P023,C074,2026-03-02,3,64.6
SA0666,S008,P020,C003,2026-04-09,2,4.9
SA0667,S001,P036,C096,2026-01-25,2,128.47
SA0668,S003,P046,C100,2026-04-17,2,50.41
SA0669,S004,P034,C070,2026-02-06,3,7.16
SA0670,S004,P055,C018,2026-01-24,1,7.16
SA0671,S008,P018,C126,2026-01-25,2,8.85
SA0672,S001,P012,C027,2026-02-06,2,1.85
SA0673,S004,P006,C039,2026-01-02,2,1.25
SA0674,S008,P024,C119,2026-03-31,5,2.23
SA0675,S003,P004,C069,2026-04-10,2,13.57
SA0676,S005,P053,C098,2026-04-17,1,12.72
SA0677,S007,P050,C114,2026-02-01,4,32.98
SA0678,S002,P034,C054,2026-03-02,2,8.15
SA0679,S003,P041,C011,2026-04-06,8,290.71
SA0680,S011,P020,C051,2026-02-16,6,5.87
SA0681,S002,P016,C112,2026-02-11,1,48.3
SA0682,S007,P051,C063,2026-01-02,8,5.66
SA0683,S012,P039,C040,2026-02-17,4,0.77
SA0684,S011,P040,C087,2026-04-30,8,4.55
SA0685,S006,P042,C040,2026-03-31,3,3.57
SA0686,S006,P036,C089,2026-04-14,6,180.13
SA0687,S012,P009,C065,2026-04-26,1,4.76
SA0688,S009,P045,C126,2026-01-25,3,14.91
SA0689,S008,P018,C142,2026-01-21,1,8.86
SA0690,S005,P035,C094,2026-02-28,1,3.95
SA0691,S003,P057,C005,2026-03-21,5,73.21
SA0692,S012,P005,C138,2026-04-15,2,3.17
SA0693,S009,P010,C073,2026-02-11,2,71.24
SA0694,S011,P005,C012,2026-04-17,8,4.18
SA0695,S004,P007,C009,2026-03-15,3,86.03
SA0696,S010,P045,C066,2026-01-07,2,15.2
SA0697,S004,P042,C126,2026-04-29,6,3.54
SA0698,S001,P024,C143,2026-04-06,8,2.3
SA0699,S012,P004,C069,2026-03-09,1,11.53
SA0700,S004,P034,C025,2026-01-13,4,7.16
SA0701,S009,P043,C064,2026-03-14,3,16.23
SA0702,S007,P048,C028,2026-04-09,3,2.1
SA0703,S011,P028,C027,2026-01-22,5,14.14
SA0704,S011,P011,C137,2026-03-18,2,1.8
SA0705,S006,P055,C096,2026-02-22,4,8.01
SA0706,S010,P016,C145,2026-03-11,1,47.89
SA0707,S005,P024,C116,2026-02-27,8,3.29
SA0708,S001,P034,C035,2026-04-24,2,6.63
SA0709,S006,P002,C071,2026-04-28,3,9.36
SA0710,S003,P007,C010,2026-02-28,2,78.8
SA0711,S010,P016,C060,2026-02-02,5,38.27
SA0712,S004,P047,C020,2026-04-03,2,50.11
SA0713,S012,P045,C148,2026-04-15,6,15.15
SA0714,S012,P052,C148,2026-02-18,1,10.79
SA0715,S006,P057,C112,2026-02-23,6,58.94
SA0716,S012,P042,C003,2026-03-23,4,3.94
SA0717,S001,P021,C139,2026-03-14,1,10.25
SA0718,S001,P044,C101,2026-02-27,4,94.65
SA0719,S007,P019,C101,2026-01-19,1,118.05
SA0720,S001,P036,C103,2026-02-03,1,126.07
SA0721,S003,P049,C035,2026-03-03,3,9.67
SA0722,S004,P036,C135,2026-02-01,1,116.46
SA0723,S011,P060,C148,2026-01-12,1,188.81
SA0724,S004,P021,C089,2026-03-18,3,11.13
SA0725,S006,P040,C114,2026-03-21,1,3.58
SA0726,S004,P044,C096,2026-01-20,4,102.95
SA0727,S001,P016,C038,2026-04-22,5,41.07
SA0728,S002,P020,C116,2026-03-02,1,4.76
SA0729,S004,P035,C134,2026-04-07,1,3.76
SA0730,S003,P045,C005,2026-02-18,3,19.85
SA0731,S005,P013,C070,2026-01-07,2,6.61
SA0732,S011,P018,C093,2026-04-21,1,9.3
SA0733,S007,P015,C098,2026-03-07,8,16.91
SA0734,S010,P035,C023,2026-01-24,1,4.35
SA0735,S012,P002,C011,2026-02-01,6,8.61
SA0736,S012,P011,C005,2026-02-14,4,1.8
SA0737,S009,P018,C016,2026-03-22,1,9.61
SA0738,S001,P036,C072,2026-01-29,1,142.2
SA0739,S002,P047,C098,2026-03-08,8,52.24
SA0740,S004,P027,C062,2026-03-15,1,13.31
SA0741,S006,P029,C139,2026-01-17,1,194.69
SA0742,S004,P056,C036,2026-02-09,4,1.42
SA0743,S007,P059,C038,2026-03-25,6,7.45
SA0744,S009,P035,C031,2026-01-24,2,4.24
SA0745,S006,P057,C106,2026-02-22,2,72.54
SA0746,S011,P060,C071,2026-01-20,4,169.52
SA0747,S010,P040,C069,2026-03-19,3,3.83
SA0748,S011,P002,C092,2026-01-11,4,9.12
SA0749,S010,P031,C096,2026-01-24,5,69.11
SA0750,S004,P015,C009,2026-02-22,4,16.37
SA0751,S007,P015,C052,2026-04-07,1,17.39
SA0752,S008,P056,C126,2026-03-30,2,1.24
SA0753,S007,P050,C011,2026-03-19,4,37.35
SA0754,S010,P048,C147,2026-03-18,3,2.31
SA0755,S001,P034,C028,2026-02-27,2,7.95
SA0756,S004,P034,C138,2026-02-20,10,6.03
SA0757,S011,P004,C049,2026-02-07,2,15.05
SA0758,S005,P030,C043,2026-02-24,2,9.54
SA0759,S003,P030,C116,2026-01-12,4,7.35
SA0760,S012,P035,C035,2026-02-20,2,3.72
SA0761,S010,P058,C052,2026-04-23,2,18.34
SA0762,S012,P051,C042,2026-04-02,4,4.78
SA0763,S011,P024,C022,2026-03-09,4,2.54
SA0764,S010,P011,C097,2026-03-12,2,2.05
SA0765,S010,P056,C039,2026-01-21,5,1.13
SA0766,S007,P020,C080,2026-04-04,4,5.16
SA0767,S002,P058,C034,2026-01-26,1,29.43
SA0768,S008,P035,C002,2026-03-19,6,3.46
SA0769,S008,P030,C105,2026-02-26,1,8.67
SA0770,S009,P018,C143,2026-04-15,5,8.52
SA0771,S011,P023,C010,2026-01-19,5,64.19
SA0772,S005,P022,C023,2026-01-07,1,29.23
SA0773,S005,P040,C147,2026-04-11,3,4.83
SA0774,S006,P060,C010,2026-01-12,4,183.11
SA0775,S002,P049,C110,2026-04-18,3,9.06
SA0776,S012,P056,C071,2026-02-12,3,1.27
SA0777,S010,P004,C028,2026-03-15,4,13.95
SA0778,S008,P047,C074,2026-02-24,3,47.41
SA0779,S010,P023,C034,2026-03-20,3,61.29
SA0780,S008,P052,C047,2026-04-24,3,13.45
SA0781,S001,P008,C007,2026-03-01,3,5.98
SA0782,S010,P027,C106,2026-01-06,2,11.78
SA0783,S001,P041,C052,2026-03-30,2,315.88
SA0784,S009,P036,C083,2026-04-09,1,133.58
SA0785,S012,P037,C008,2026-04-17,1,14.89
SA0786,S011,P031,C122,2026-04-13,1,61.13
SA0787,S008,P058,C138,2026-04-25,2,21.78
SA0788,S012,P004,C134,2026-02-08,3,14.16
SA0789,S001,P014,C148,2026-03-29,2,8.64
SA0790,S002,P010,C072,2026-04-18,1,87.44
SA0791,S003,P037,C100,2026-01-24,3,17.61
SA0792,S012,P055,C081,2026-04-01,1,7.96
SA0793,S004,P024,C116,2026-04-17,8,2.15
SA0794,S002,P024,C010,2026-04-10,1,2.05
SA0795,S008,P058,C129,2026-01-20,1,22.69
SA0796,S009,P020,C084,2026-01-19,4,4.57
SA0797,S009,P044,C034,2026-01-27,4,91.18
SA0798,S009,P008,C002,2026-02-09,6,7.24
SA0799,S002,P022,C120,2026-04-24,1,25.37
SA0800,S005,P002,C148,2026-04-08,2,10.35
SA0043,S011,P046,C026,2026-02-26,1,76.95
SA_BAD1,S001,P999,C001,2026-04-12,2,9.99
SA_BAD2, S003 ,P004,,2026-04-13,1,13.5
