InventoryId,StoreId,ProductId,SnapshotDate,QuantityOnHand,ReorderThreshold
I00663,S006,P029,2026-03-01,29,15
I00664,S006,P046,2026-03-01,11,10
I00665,S006,P024,2026-03-01,127,40
I00666,S006,P038,2026-03-01,71,30
I00667,S006,P030,2026-03-01,92,20
I00668,S006,P006,2026-03-01,72,15
I00669,S006,P001,2026-03-01,67,25
I00670,S006,P031,2026-03-01,80,20
I00671,S006,P009,2026-03-01,42,15
I00672,S006,P021,2026-03-01,125,40
I00673,S006,P026,2026-03-01,38,25
I00674,S006,P060,2026-03-01,112,5
I00675,S006,P025,2026-03-01,48,10
I00676,S006,P023,2026-03-01,13,10
I00677,S006,P033,2026-03-01,46,5
I00678,S006,P042,2026-03-01,120,15
I00679,S006,P020,2026-03-01,41,30
I00680,S006,P036,2026-03-01,119,20
I00681,S006,P003,2026-03-01,29,20
I00682,S006,P004,2026-03-01,10,20
I00683,S006,P018,2026-03-01,91,30
I00684,S006,P049,2026-03-01,124,20
I00685,S007,P032,2026-03-01,27,40
I00686,S007,P008,2026-03-01,82,10
I00687,S007,P055,2026-03-01,7,5
I00688,S007,P047,2026-03-01,117,40
I00689,S007,P056,2026-03-01,122,20
I00690,S007,P010,2026-03-01,68,25
I00691,S007,P059,2026-03-01,1,15
I00692,S007,P023,2026-03-01,11,30
I00693,S007,P006,2026-03-01,115,15
I00694,S007,P014,2026-03-01,33,10
I00695,S007,P019,2026-03-01,12,40
I00696,S007,P012,2026-03-01,72,15
I00697,S007,P011,2026-03-01,14,30
I00698,S007,P033,2026-03-01,18,25
I00699,S007,P018,2026-03-01,97,5
I00700,S007,P037,2026-03-01,102,15
I00701,S007,P043,2026-03-01,45,10
I00702,S007,P038,2026-03-01,102,5
I00703,S007,P051,2026-03-01,5,40
I00704,S007,P044,2026-03-01,53,10
I00705,S007,P001,2026-03-01,99,40
I00706,S007,P034,2026-03-01,103,15
I00707,S007,P045,2026-03-01,39,5
I00708,S007,P049,2026-03-01,76,20
I00709,S007,P027,2026-03-01,110,30
I00710,S007,P005,2026-03-01,79,30
I00711,S007,P016,2026-03-01,33,15
I00712,S007,P060,2026-03-01,24,40
I00713,S007,P007,2026-03-01,94,25
I00714,S007,P029,2026-03-01,51,20
I00715,S007,P048,2026-03-01,114,20
I00716,S007,P040,2026-03-01,121,15
I00717,S007,P058,2026-03-01,108,5
I00718,S007,P022,2026-03-01,108,40
I00719,S007,P036,2026-03-01,94,25
I00720,S007,P004,2026-03-01,47,20
I00721,S007,P013,2026-03-01,109,5
I00722,S007,P041,2026-03-01,10,25
I00723,S008,P022,2026-03-01,64,15
I00724,S008,P030,2026-03-01,65,25
I00725,S008,P044,2026-03-01,20,40
I00726,S008,P015,2026-03-01,128,5
I00727,S008,P042,2026-03-01,29,30
I00728,S008,P058,2026-03-01,118,10
I00729,S008,P046,2026-03-01,46,40
I00730,S008,P010,2026-03-01,100,5
I00731,S008,P032,2026-03-01,21,20
I00732,S008,P034,2026-03-01,76,15
I00733,S008,P041,2026-03-01,116,40
I00734,S008,P056,2026-03-01,115,25
I00735,S008,P051,2026-03-01,67,15
I00736,S008,P006,2026-03-01,47,10
I00737,S008,P019,2026-03-01,47,5
I00738,S008,P059,2026-03-01,66,40
I00739,S008,P028,2026-03-01,27,20
I00740,S008,P047,2026-03-01,136,5
I00741,S008,P031,2026-03-01,1,20
I00742,S008,P020,2026-03-01,29,5
I00743,S008,P053,2026-03-01,43,30
I00744,S008,P009,2026-03-01,122,20
I00745,S008,P050,2026-03-01,103,40
I00746,S008,P016,2026-03-01,124,15
I00747,S008,P048,2026-03-01,92,30
I00748,S008,P055,2026-03-01,101,40
I00749,S008,P054,2026-03-01,77,5
I00750,S008,P004,2026-03-01,32,10
I00751,S008,P005,2026-03-01,3,10
I00752,S008,P045,2026-03-01,28,40
I00753,S008,P002,2026-03-01,4,30
I00754,S008,P017,2026-03-01,48,40
I00755,S008,P033,2026-03-01,6,10
I00756,S008,P029,2026-03-01,123,30
I00757,S008,P014,2026-03-01,37,30
I00758,S008,P026,2026-03-01,61,20
I00759,S008,P035,2026-03-01,137,10
I00760,S008,P057,2026-03-01,22,15
I00761,S009,P050,2026-03-01,124,25
I00762,S009,P030,2026-03-01,124,10
I00763,S009,P010,2026-03-01,15,25
I00764,S009,P031,2026-03-01,4,20
I00765,S009,P028,2026-03-01,80,25
I00766,S009,P002,2026-03-01,16,15
I00767,S009,P008,2026-03-01,106,20
I00768,S009,P011,2026-03-01,29,20
I00769,S009,P058,2026-03-01,88,20
I00770,S009,P048,2026-03-01,111,5
I00771,S009,P045,2026-03-01,41,15
I00772,S009,P029,2026-03-01,49,20
I00773,S009,P032,2026-03-01,88,20
I00774,S009,P057,2026-03-01,59,25
I00775,S009,P055,2026-03-01,56,25
I00776,S009,P049,2026-03-01,86,25
I00777,S009,P038,2026-03-01,119,10
I00778,S009,P016,2026-03-01,75,30
I00779,S009,P013,2026-03-01,99,20
I00780,S009,P019,2026-03-01,92,40
I00781,S009,P037,2026-03-01,120,40
I00782,S009,P026,2026-03-01,41,25
I00783,S009,P004,2026-03-01,53,15
I00784,S009,P022,2026-03-01,22,30
I00785,S009,P001,2026-03-01,123,10
I00786,S009,P007,2026-03-01,44,10
I00787,S009,P056,2026-03-01,40,25
I00788,S009,P027,2026-03-01,125,5
I00789,S009,P051,2026-03-01,106,20
I00790,S009,P024,2026-03-01,77,10
I00791,S009,P041,2026-03-01,53,25
I00792,S009,P020,2026-03-01,12,5
I00793,S009,P047,2026-03-01,91,15
I00794,S009,P018,2026-03-01,91,30
I00795,S009,P052,2026-03-01,40,10
I00796,S009,P046,2026-03-01,128,5
I00797,S009,P043,2026-03-01,16,15
I00798,S009,P042,2026-03-01,110,5
I00799,S010,P040,2026-03-01,113,40
I00800,S010,P015,2026-03-01,129,20
I00801,S010,P008,2026-03-01,25,10
I00802,S010,P036,2026-03-01,93,15
I00803,S010,P059,2026-03-01,35,5
I00804,S010,P032,2026-03-01,51,20
I00805,S010,P017,2026-03-01,106,40
I00806,S010,P022,2026-03-01,1,10
I00807,S010,P051,2026-03-01,121,15
I00808,S010,P023,2026-03-01,73,25
I00809,S010,P050,2026-03-01,43,5
I00810,S010,P003,2026-03-01,68,15
I00811,S010,P057,2026-03-01,106,15
I00812,S010,P018,2026-03-01,62,10
I00813,S010,P010,2026-03-01,135,20
I00814,S010,P045,2026-03-01,58,10
I00815,S010,P033,2026-03-01,109,20
I00816,S010,P039,2026-03-01,104,20
I00817,S010,P007,2026-03-01,132,40
I00818,S010,P004,2026-03-01,92,5
I00819,S010,P029,2026-03-01,113,10
I00820,S010,P030,2026-03-01,2,30
I00821,S010,P058,2026-03-01,132,5
I00822,S010,P042,2026-03-01,21,15
I00823,S010,P037,2026-03-01,80,20
I00824,S010,P049,2026-03-01,42,20
I00825,S010,P044,2026-03-01,15,20
I00826,S010,P048,2026-03-01,9,30
I00827,S010,P011,2026-03-01,38,25
I00828,S010,P021,2026-03-01,14,30
I00829,S010,P041,2026-03-01,133,15
I00830,S010,P028,2026-03-01,107,20
I00831,S010,P034,2026-03-01,77,30
I00832,S010,P012,2026-03-01,80,15
I00833,S010,P006,2026-03-01,2,40
I00834,S010,P024,2026-03-01,71,25
I00835,S010,P046,2026-03-01,37,30
I00836,S010,P052,2026-03-01,103,20
I00837,S011,P042,2026-03-01,61,40
I00838,S011,P014,2026-03-01,77,30
I00839,S011,P057,2026-03-01,108,25
I00840,S011,P035,2026-03-01,28,30
I00841,S011,P040,2026-03-01,15,40
I00842,S011,P051,2026-03-01,95,15
I00843,S011,P056,2026-03-01,129,15
I00844,S011,P060,2026-03-01,31,5
I00845,S011,P029,2026-03-01,31,20
I00846,S011,P045,2026-03-01,76,25
I00847,S011,P023,2026-03-01,1,20
I00848,S011,P053,2026-03-01,86,10
I00849,S011,P026,2026-03-01,136,40
I00850,S011,P013,2026-03-01,59,15
I00851,S011,P020,2026-03-01,76,15
I00852,S011,P006,2026-03-01,35,30
I00853,S011,P003,2026-03-01,96,25
I00854,S011,P058,2026-03-01,63,5
I00855,S011,P022,2026-03-01,83,25
I00856,S011,P025,2026-03-01,49,40
I00857,S011,P009,2026-03-01,92,20
I00858,S011,P034,2026-03-01,25,10
I00859,S011,P043,2026-03-01,108,40
I00860,S011,P019,2026-03-01,105,5
I00861,S011,P059,2026-03-01,23,5
I00862,S011,P055,2026-03-01,108,10
I00863,S011,P033,2026-03-01,121,10
I00864,S011,P046,2026-03-01,114,5
I00865,S011,P049,2026-03-01,94,30
I00866,S011,P041,2026-03-01,134,20
I00867,S011,P021,2026-03-01,132,40
I00868,S011,P038,2026-03-01,101,40
I00869,S011,P001,2026-03-01,67,25
I00870,S011,P028,2026-03-01,127,30
I00871,S011,P048,2026-03-01,108,20
I00872,S011,P018,2026-03-01,125,30
I00873,S011,P037,2026-03-01,106,40
I00874,S011,P054,2026-03-01,41,10
I00875,S012,P033,2026-03-01,107,5
I00876,S012,P009,2026-03-01,78,15
I00877,S012,P032,2026-03-01,55,10
I00878,S012,P046,2026-03-01,125,5
I00879,S012,P030,2026-03-01,31,25
I00880,S012,P059,2026-03-01,89,5
I00881,S012,P057,2026-03-01,11,20
I00882,S012,P060,2026-03-01,123,25
I00883,S012,P034,2026-03-01,79,25
I00884,S012,P008,2026-03-01,115,15
I00885,S012,P045,2026-03-01,96,20
I00886,S012,P014,2026-03-01,33,40
I00887,S012,P056,2026-03-01,35,25
I00888,S012,P031,2026-03-01,117,40
I00889,S012,P003,2026-03-01,115,30
I00890,S012,P011,2026-03-01,114,10
I00891,S012,P036,2026-03-01,83,5
I00892,S012,P024,2026-03-01,104,20
I00893,S012,P051,2026-03-01,59,20
I00894,S012,P039,2026-03-01,86,25
I00895,S012,P027,2026-03-01,11,30
I00896,S012,P042,2026-03-01,113,30
I00897,S012,P041,2026-03-01,71,30
I00898,S012,P043,2026-03-01,22,40
I00899,S012,P019,2026-03-01,42,30
I00900,S012,P054,2026-03-01,6,25
I00901,S012,P052,2026-03-01,79,25
I00902,S012,P010,2026-03-01,31,30
I00903,S012,P038,2026-03-01,21,10
I00904,S012,P012,2026-03-01,138,25
I00905,S012,P053,2026-03-01,13,25
I00906,S012,P047,2026-03-01,133,10
I00907,S012,P048,2026-03-01,121,25
I00908,S012,P028,2026-03-01,4,5
I00909,S012,P016,2026-03-01,136,10
I00910,S012,P001,2026-03-01,4,15
I00911,S012,P005,2026-03-01,52,10
I00912,S012,P037,2026-03-01,113,5
I00913,S001,P052,2026-04-01,14,15
I00914,S001,P035,2026-04-01,99,5
I00915,S001,P039,2026-04-01,81,10
I00916,S001,P021,2026-04-01,105,15
I00917,S001,P026,2026-04-01,66,20
I00918,S001,P038,2026-04-01,30,5
I00919,S001,P003,2026-04-01,51,10
I00920,S001,P032,2026-04-01,60,20
I00921,S001,P002,2026-04-01,130,40
I00922,S001,P022,2026-04-01,129,20
I00923,S001,P028,2026-04-01,29,15
I00924,S001,P012,2026-04-01,15,15
I00925,S001,P027,2026-04-01,118,25
I00926,S001,P060,2026-04-01,104,5
I00927,S001,P034,2026-04-01,123,5
I00928,S001,P057,2026-04-01,104,30
I00929,S001,P025,2026-04-01,59,5
I00930,S001,P017,2026-04-01,68,25
I00931,S001,P006,2026-04-01,25,10
I00932,S001,P008,2026-04-01,32,15
I00933,S001,P007,2026-04-01,104,20
I00934,S001,P059,2026-04-01,21,40
I00935,S001,P011,2026-04-01,128,10
I00936,S001,P019,2026-04-01,36,15
I00937,S001,P010,2026-04-01,138,10
I00938,S001,P049,2026-04-01,62,25
I00939,S001,P043,2026-04-01,108,25
I00940,S001,P042,2026-04-01,115,5
I00941,S001,P036,2026-04-01,0,40
I00942,S001,P053,2026-04-01,118,40
I00943,S001,P014,2026-04-01,74,30
I00944,S001,P051,2026-04-01,42,5
I00945,S001,P033,2026-04-01,15,20
I00946,S001,P047,2026-04-01,69,25
I00947,S001,P020,2026-04-01,64,40
I00948,S001,P055,2026-04-01,97,15
I00949,S001,P050,2026-04-01,54,25
I00950,S001,P001,2026-04-01,130,15
I00951,S002,P003,2026-04-01,121,5
I00952,S002,P011,2026-04-01,2,30
I00953,S002,P048,2026-04-01,44,20
I00954,S002,P035,2026-04-01,125,40
I00955,S002,P037,2026-04-01,100,25
I00956,S002,P005,2026-04-01,20,40
I00957,S002,P020,2026-04-01,19,25
I00958,S002,P006,2026-04-01,7,40
I00959,S002,P026,2026-04-01,113,30
I00960,S002,P045,2026-04-01,31,15
I00961,S002,P008,2026-04-01,96,40
I00962,S002,P009,2026-04-01,91,20
I00963,S002,P047,2026-04-01,45,40
I00964,S002,P036,2026-04-01,2,5
I00965,S002,P018,2026-04-01,118,15
I00966,S002,P028,2026-04-01,49,20
I00967,S002,P014,2026-04-01,2,10
I00968,S002,P040,2026-04-01,5,40
I00969,S002,P033,2026-04-01,71,30
I00970,S002,P021,2026-04-01,91,10
I00971,S002,P022,2026-04-01,23,40
I00972,S002,P017,2026-04-01,77,40
I00973,S002,P029,2026-04-01,56,10
I00974,S002,P046,2026-04-01,126,15
I00975,S002,P016,2026-04-01,9,15
I00976,S002,P041,2026-04-01,126,30
I00977,S002,P043,2026-04-01,53,5
I00978,S002,P044,2026-04-01,50,40
I00979,S002,P030,2026-04-01,101,5
I00980,S002,P031,2026-04-01,71,25
I00981,S002,P054,2026-04-01,128,20
I00982,S002,P059,2026-04-01,43,25
I00983,S002,P001,2026-04-01,49,30
I00984,S002,P023,2026-04-01,44,5
I00985,S002,P055,2026-04-01,32,30
I00986,S002,P057,2026-04-01,16,10
I00987,S002,P051,2026-04-01,66,25
I00988,S002,P032,2026-04-01,58,25
I00989,S003,P047,2026-04-01,114,15
I00990,S003,P051,2026-04-01,1,20
I00991,S003,P018,2026-04-01,49,15
I00992,S003,P013,2026-04-01,20,25
I00993,S003,P055,2026-04-01,6,30
I00994,S003,P044,2026-04-01,57,30
I00995,S003,P002,2026-04-01,108,5
I00996,S003,P045,2026-04-01,63,10
I00997,S003,P056,2026-04-01,42,15
I00998,S003,P035,2026-04-01,79,5
I00999,S003,P040,2026-04-01,24,5
I01000,S003,P017,2026-04-01,122,20
I01001,S003,P052,2026-04-01,6,25
I01002,S003,P036,2026-04-01,85,40
I01003,S003,P030,2026-04-01,64,10
I01004,S003,P001,2026-04-01,27,20
I01005,S003,P028,2026-04-01,61,15
I01006,S003,P042,2026-04-01,13,40
I01007,S003,P043,2026-04-01,85,25
I01008,S003,P004,2026-04-01,60,5
I01009,S003,P021,2026-04-01,112,40
I01010,S003,P048,2026-04-01,24,30
I01011,S003,P027,2026-04-01,114,25
I01012,S003,P058,2026-04-01,31,5
I01013,S003,P008,2026-04-01,15,5
I01014,S003,P034,2026-04-01,96,15
I01015,S003,P046,2026-04-01,16,40
I01016,S003,P032,2026-04-01,32,5
I01017,S003,P024,2026-04-01,113,5
I01018,S003,P049,2026-04-01,77,25
I01019,S003,P025,2026-04-01,110,5
I01020,S003,P054,2026-04-01,26,30
I01021,S003,P033,2026-04-01,14,25
I01022,S003,P060,2026-04-01,13,15
I01023,S003,P029,2026-04-01,97,20
I01024,S003,P009,2026-04-01,24,25
I01025,S003,P014,2026-04-01,105,10
I01026,S003,P037,2026-04-01,2,20
I01027,S004,P025,2026-04-01,32,15
I01028,S004,P030,2026-04-01,111,25
I01029,S004,P051,2026-04-01,91,15
I01030,S004,P028,2026-04-01,138,40
I01031,S004,P040,2026-04-01,37,10
I01032,S004,P056,2026-04-01,120,15
I01033,S004,P007,2026-04-01,87,15
I01034,S004,P022,2026-04-01,94,5
I01035,S004,P042,2026-04-01,132,25
I01036,S004,P044,2026-04-01,37,5
I01037,S004,P002,2026-04-01,60,25
I01038,S004,P059,2026-04-01,13,20
I01039,S004,P034,2026-04-01,88,10
I01040,S004,P053,2026-04-01,51,30
I01041,S004,P038,2026-04-01,51,40
I01042,S004,P013,2026-04-01,17,15
I01043,S004,P054,2026-04-01,48,30
I01044,S004,P058,2026-04-01,121,30
I01045,S004,P001,2026-04-01,119,25
I01046,S004,P039,2026-04-01,84,40
I01047,S004,P005,2026-04-01,85,25
I01048,S004,P046,2026-04-01,76,20
I01049,S004,P045,2026-04-01,84,10
I01050,S004,P037,2026-04-01,26,20
I01051,S004,P009,2026-04-01,10,20
I01052,S004,P033,2026-04-01,56,5
I01053,S004,P017,2026-04-01,57,30
I01054,S004,P023,2026-04-01,58,20
I01055,S004,P027,2026-04-01,54,10
I01056,S004,P016,2026-04-01,123,30
I01057,S004,P024,2026-04-01,84,40
I01058,S004,P020,2026-04-01,96,10
I01059,S004,P015,2026-04-01,102,10
I01060,S004,P006,2026-04-01,1,15
I01061,S004,P008,2026-04-01,2,5
I01062,S004,P055,2026-04-01,91,5
I01063,S004,P050,2026-04-01,29,10
I01064,S004,P049,2026-04-01,74,20
I01065,S005,P013,2026-04-01,134,40
I01066,S005,P041,2026-04-01,111,30
I01067,S005,P038,2026-04-01,16,5
I01068,S005,P049,2026-04-01,36,10
I01069,S005,P024,2026-04-01,48,10
I01070,S005,P003,2026-04-01,136,20
I01071,S005,P002,2026-04-01,95,15
I01072,S005,P060,2026-04-01,109,30
I01073,S005,P053,2026-04-01,62,5
I01074,S005,P019,2026-04-01,48,40
I01075,S005,P012,2026-04-01,137,15
I01076,S005,P015,2026-04-01,38,15
I01077,S005,P017,2026-04-01,63,5
I01078,S005,P047,2026-04-01,71,40
I01079,S005,P050,2026-04-01,32,40
I01080,S005,P022,2026-04-01,130,25
I01081,S005,P036,2026-04-01,125,10
I01082,S005,P016,2026-04-01,20,40
I01083,S005,P046,2026-04-01,120,40
I01084,S005,P052,2026-04-01,16,10
I01085,S005,P054,2026-04-01,130,20
I01086,S005,P042,2026-04-01,130,15
I01087,S005,P048,2026-04-01,127,25
I01088,S005,P007,2026-04-01,118,10
I01089,S005,P040,2026-04-01,82,30
I01090,S005,P009,2026-04-01,95,25
I01091,S005,P025,2026-04-01,123,30
I01092,S005,P008,2026-04-01,126,20
I01093,S005,P045,2026-04-01,68,25
I01094,S005,P030,2026-04-01,102,30
I01095,S005,P037,2026-04-01,9,10
I01096,S005,P010,2026-04-01,56,10
I01097,S005,P057,2026-04-01,115,40
I01098,S005,P033,2026-04-01,60,20
I01099,S005,P039,2026-04-01,55,15
I01100,S005,P026,2026-04-01,108,20
I01101,S005,P032,2026-04-01,40,40
I01102,S005,P006,2026-04-01,95,15
I01103,S006,P036,2026-04-01,139,30
I01104,S006,P006,2026-04-01,20,40
I01105,S006,P009,2026-04-01,70,10
I01106,S006,P049,2026-04-01,25,5
I01107,S006,P059,2026-04-01,18,15
I01108,S006,P019,2026-04-01,9,25
I01109,S006,P029,2026-04-01,51,15
I01110,S006,P034,2026-04-01,50,30
I01111,S006,P023,2026-04-01,84,15
I01112,S006,P015,2026-04-01,77,30
I01113,S006,P038,2026-04-01,70,10
I01114,S006,P003,2026-04-01,35,40
I01115,S006,P030,2026-04-01,139,15
I01116,S006,P033,2026-04-01,2,40
I01117,S006,P040,2026-04-01,76,15
I01118,S006,P022,2026-04-01,88,40
I01119,S006,P028,2026-04-01,103,20
I01120,S006,P054,2026-04-01,3,20
I01121,S006,P048,2026-04-01,131,40
I01122,S006,P044,2026-04-01,38,40
I01123,S006,P027,2026-04-01,101,10
I01124,S006,P024,2026-04-01,58,30
I01125,S006,P032,2026-04-01,53,20
I01126,S006,P021,2026-04-01,59,25
I01127,S006,P018,2026-04-01,119,30
I01128,S006,P025,2026-04-01,118,15
I01129,S006,P002,2026-04-01,21,15
I01130,S006,P012,2026-04-01,48,20
I01131,S006,P043,2026-04-01,106,10
I01132,S006,P008,2026-04-01,112,20
I01133,S006,P058,2026-04-01,7,15
I01134,S006,P037,2026-04-01,35,25
I01135,S006,P057,2026-04-01,32,15
I01136,S006,P047,2026-04-01,2,20
I01137,S006,P041,2026-04-01,90,15
I01138,S006,P010,2026-04-01,57,20
I01139,S006,P017,2026-04-01,108,30
I01140,S006,P039,2026-04-01,103,40
I01141,S007,P050,2026-04-01,45,5
I01142,S007,P045,2026-04-01,125,5
I01143,S007,P035,2026-04-01,47,10
I01144,S007,P020,2026-04-01,17,20
I01145,S007,P021,2026-04-01,72,10
I01146,S007,P038,2026-04-01,59,15
I01147,S007,P002,2026-04-01,134,5
I01148,S007,P037,2026-04-01,116,5
I01149,S007,P051,2026-04-01,94,25
I01150,S007,P003,2026-04-01,2,10
I01151,S007,P009,2026-04-01,83,40
I01152,S007,P010,2026-04-01,105,20
I01153,S007,P022,2026-04-01,40,5
I01154,S007,P053,2026-04-01,33,25
I01155,S007,P041,2026-04-01,107,20
I01156,S007,P039,2026-04-01,17,20
I01157,S007,P059,2026-04-01,52,10
I01158,S007,P047,2026-04-01,52,15
I01159,S007,P026,2026-04-01,110,40
I01160,S007,P025,2026-04-01,121,10
I01161,S007,P014,2026-04-01,79,25
I01162,S007,P042,2026-04-01,51,25
I01163,S007,P005,2026-04-01,117,15
I01164,S007,P058,2026-04-01,51,5
I01165,S007,P046,2026-04-01,36,20
I01166,S007,P013,2026-04-01,16,40
I01167,S007,P031,2026-04-01,102,25
I01168,S007,P007,2026-04-01,63,25
I01169,S007,P048,2026-04-01,84,25
I01170,S007,P019,2026-04-01,125,20
I01171,S007,P015,2026-04-01,118,25
I01172,S007,P056,2026-04-01,10,30
I01173,S007,P049,2026-04-01,23,15
I01174,S007,P052,2026-04-01,116,15
I01175,S007,P006,2026-04-01,76,20
I01176,S007,P004,2026-04-01,44,20
I01177,S007,P032,2026-04-01,63,10
I01178,S007,P018,2026-04-01,110,20
I01179,S008,P025,2026-04-01,118,20
I01180,S008,P059,2026-04-01,87,30
I01181,S008,P043,2026-04-01,102,40
I01182,S008,P012,2026-04-01,49,20
I01183,S008,P045,2026-04-01,9,5
I01184,S008,P037,2026-04-01,64,5
I01185,S008,P007,2026-04-01,34,15
I01186,S008,P026,2026-04-01,118,20
I01187,S008,P056,2026-04-01,118,5
I01188,S008,P003,2026-04-01,21,25
I01189,S008,P016,2026-04-01,62,30
I01190,S008,P011,2026-04-01,112,10
I01191,S008,P018,2026-04-01,120,40
I01192,S008,P041,2026-04-01,71,40
I01193,S008,P035,2026-04-01,41,10
I01194,S008,P019,2026-04-01,4,25
I01195,S008,P058,2026-04-01,25,10
I01196,S008,P005,2026-04-01,75,5
I01197,S008,P014,2026-04-01,136,30
I01198,S008,P032,2026-04-01,100,10
I01199,S008,P027,2026-04-01,19,30
I01200,S008,P036,2026-04-01,2,30
I01201,S008,P008,2026-04-01,69,10
I01202,S008,P024,2026-04-01,112,15
I01203,S008,P044,2026-04-01,45,10
I01204,S008,P054,2026-04-01,8,30
I01205,S008,P033,2026-04-01,136,10
I01206,S008,P021,2026-04-01,113,30
I01207,S008,P040,2026-04-01,12,40
I01208,S008,P015,2026-04-01,133,30
I01209,S008,P006,2026-04-01,26,20
I01210,S008,P009,2026-04-01,78,20
I01211,S008,P046,2026-04-01,13,25
I01212,S008,P017,2026-04-01,1,5
I01213,S008,P002,2026-04-01,96,40
I01214,S008,P031,2026-04-01,51,10
I01215,S008,P001,2026-04-01,95,10
I01216,S008,P051,2026-04-01,51,5
I01217,S009,P002,2026-04-01,3,20
I01218,S009,P027,2026-04-01,54,20
I01219,S009,P060,2026-04-01,56,5
I01220,S009,P001,2026-04-01,71,30
I01221,S009,P022,2026-04-01,94,5
I01222,S009,P053,2026-04-01,17,10
I01223,S009,P013,2026-04-01,105,15
I01224,S009,P044,2026-04-01,127,5
I01225,S009,P043,2026-04-01,137,40
I01226,S009,P005,2026-04-01,43,15
I01227,S009,P015,2026-04-01,24,25
I01228,S009,P007,2026-04-01,83,30
I01229,S009,P052,2026-04-01,99,30
I01230,S009,P011,2026-04-01,34,15
I01231,S009,P047,2026-04-01,44,30
I01232,S009,P003,2026-04-01,81,40
I01233,S009,P059,2026-04-01,123,5
I01234,S009,P033,2026-04-01,85,5
I01235,S009,P049,2026-04-01,114,20
I01236,S009,P021,2026-04-01,130,30
I01237,S009,P041,2026-04-01,59,25
I01238,S009,P036,2026-04-01,3,10
I01239,S009,P054,2026-04-01,5,25
I01240,S009,P014,2026-04-01,31,15
I01241,S009,P035,2026-04-01,60,30
I01242,S009,P026,2026-04-01,109,40
I01243,S009,P028,2026-04-01,62,25
I01244,S009,P008,2026-04-01,20,5
I01245,S009,P050,2026-04-01,35,15
I01246,S009,P042,2026-04-01,127,15
I01247,S009,P004,2026-04-01,51,10
I01248,S009,P012,2026-04-01,96,10
I01249,S009,P046,2026-04-01,9,10
I01250,S009,P006,2026-04-01,113,30
I01251,S009,P057,2026-04-01,84,10
I01252,S009,P038,2026-04-01,71,15
I01253,S009,P040,2026-04-01,10,25
I01254,S009,P034,2026-04-01,106,30
I01255,S010,P053,2026-04-01,60,25
I01256,S010,P019,2026-04-01,20,20
I01257,S010,P049,2026-04-01,119,15
I01258,S010,P002,2026-04-01,42,30
I01259,S010,P015,2026-04-01,50,10
I01260,S010,P055,2026-04-01,108,10
I01261,S010,P047,2026-04-01,63,15
I01262,S010,P022,2026-04-01,73,25
I01263,S010,P060,2026-04-01,114,30
I01264,S010,P016,2026-04-01,51,15
I01265,S010,P014,2026-04-01,123,5
I01266,S010,P035,2026-04-01,92,20
I01267,S010,P004,2026-04-01,96,10
I01268,S010,P043,2026-04-01,120,20
I01269,S010,P051,2026-04-01,108,25
I01270,S010,P044,2026-04-01,110,40
I01271,S010,P056,2026-04-01,39,40
I01272,S010,P039,2026-04-01,123,5
I01273,S010,P025,2026-04-01,97,20
I01274,S010,P034,2026-04-01,21,40
I01275,S010,P021,2026-04-01,76,25
I01276,S010,P012,2026-04-01,137,10
I01277,S010,P029,2026-04-01,44,15
I01278,S010,P001,2026-04-01,97,20
I01279,S010,P005,2026-04-01,78,20
I01280,S010,P032,2026-04-01,72,20
I01281,S010,P036,2026-04-01,123,5
I01282,S010,P013,2026-04-01,85,10
I01283,S010,P048,2026-04-01,120,10
I01284,S010,P040,2026-04-01,39,10
I01285,S010,P041,2026-04-01,1,5
I01286,S010,P007,2026-04-01,128,30
I01287,S010,P030,2026-04-01,95,20
I01288,S010,P003,2026-04-01,103,20
I01289,S010,P006,2026-04-01,101,30
I01290,S010,P059,2026-04-01,95,20
I01291,S010,P018,2026-04-01,125,15
I01292,S010,P038,2026-04-01,18,20
I01293,S011,P057,2026-04-01,41,5
I01294,S011,P003,2026-04-01,29,40
I01295,S011,P008,2026-04-01,23,30
I01296,S011,P025,2026-04-01,98,20
I01297,S011,P037,2026-04-01,20,25
I01298,S011,P011,2026-04-01,48,20
I01299,S011,P013,2026-04-01,42,40
I01300,S011,P049,2026-04-01,109,15
I01301,S011,P028,2026-04-01,77,25
I01302,S011,P017,2026-04-01,136,30
I01303,S011,P050,2026-04-01,97,25
I01304,S011,P053,2026-04-01,78,30
I01305,S011,P047,2026-04-01,105,40
I01306,S011,P023,2026-04-01,22,5
I01307,S011,P033,2026-04-01,88,40
I01308,S011,P032,2026-04-01,36,15
I01309,S011,P041,2026-04-01,53,30
I01310,S011,P024,2026-04-01,101,30
I01311,S011,P004,2026-04-01,78,5
I01312,S011,P060,2026-04-01,43,40
I01313,S011,P052,2026-04-01,125,5
I01314,S011,P016,2026-04-01,24,5
I01315,S011,P039,2026-04-01,106,25
I01316,S011,P031,2026-04-01,106,30
I01317,S011,P059,2026-04-01,73,30
I01318,S011,P043,2026-04-01,110,10
I01319,S011,P002,2026-04-01,45,15
I01320,S011,P010,2026-04-01,47,30
I01321,S011,P051,2026-04-01,34,10
I01322,S011,P020,2026-04-01,124,10
I01323,S011,P015,2026-04-01,128,5
I01324,S011,P022,2026-04-01,115,25
I01325,S011,P005,2026-04-01,54,10
I01326,S011,P009,2026-04-01,51,5
